date,recession_probability,1_month_recession_probability,3_month_recession_probability,6_month_recession_probability,1_year_rate,3_months_rate,6_months_rate,CPI,INDPRO,10_year_rate,share_price,unemployment_rate,PPI,OECD_CLI_index,CSI_index,gdp_per_capita,CSI_index_trend,10_year_rate_trend,3_months_rate_trend,1_year_rate_trend,unemployment_rate_trend,6_months_rate_trend,PPI_trend,CPI_trend,gdp_per_capita_trend,gdp_per_capita_residual,OECD_CLI_index_trend,OECD_CLI_index_residual,3_months_rate_residual,INDPRO_trend,share_price_trend,6_months_rate_residual,1_year_rate_residual,10_year_rate_residual
1967-02-01,,,,0.0,4.5744444444444445,4.561111111111111,4.590555555555556,33.0,34.765,4.63,4.733288,3.8,27.2,98.5902660588199,94.1,24586.666666666668,93.82215572411116,4.666072571487268,3.814236108885776,4.132501953199801,3.86130364330288,4.064581695878798,27.11251692413755,32.87367754091736,24355.83329054245,105.1841855850871,98.7519204464642,-0.1974933675807335,0.4164758676409916,34.21246356703291,4.990961317957901,0.2959257722869077,0.256330655870256,-0.0063799721346331
1967-03-01,,,0.8,0.26,4.185,4.259090909090909,4.221818181818182,33.0,34.5691,4.54,4.854181,3.8,27.2,98.60635753598852,94.1,24571.33333333333,94.09174903424672,4.75579376492862,3.906540417433271,4.246754240298791,3.853925048132679,4.1719920977677365,27.129201871207872,32.982141308634155,24435.134122509564,46.667766173293785,98.92939356604155,-0.2285612739686797,0.3373877112835504,34.381473839882695,5.01031308132422,0.2083214223183018,0.1084865234798195,-0.0731711982321963
1967-04-01,,,0.5,0.08,3.8985,3.8375,3.8945,33.1,34.8951,4.59,4.943822,3.8,27.2,98.745386504646,94.1,24556.0,94.33474534087284,4.844254364107521,4.000808021912127,4.360574288213971,3.8460795467844178,4.279751538817814,27.146837368516,33.09098227032376,24514.96876535584,-13.57442648909273,99.1038779625005,-0.1751811163857013,-0.0389128289559845,34.55132261667028,5.029352416307419,-0.0946153028041765,-0.081223876478937,-0.0422663957979114
1967-05-01,,0.8,0.0,0.0,3.885,3.603181818181818,3.799545454545455,33.1,34.5907,4.85,5.050294999999999,3.8,27.2,98.99399671532292,95.9,24610.33333333333,94.55295353783916,4.931264746757191,4.096391111579885,4.473316136972942,3.837742306726706,4.387223841661965,27.16546689342505,33.20008439499877,24595.228261017277,-32.26329683232689,99.27537849172434,-0.057051382213487,-0.3629985006687874,34.721698021814774,5.048256224912236,-0.3945190096541351,-0.410735368209508,-0.1417596450751128
1967-06-01,0.8,0.5,0.26,0.0,4.164545454545455,3.535909090909091,3.889545454545454,33.3,34.5863,5.02,5.005237999999999,3.9,27.2,99.3047939994294,95.9,24664.666666666668,94.75126379570784,5.016691268437572,4.1925466650426655,4.58435421910936,3.828862934667432,4.493774653774099,27.185081389907182,33.30932927237747,24675.787518901925,-52.5894530297046,99.44413318306778,0.0801597632284512,-0.5027988274062132,34.89211913173015,5.067294748470112,-0.4927750211623678,-0.4741691658621896,-0.1020426467444597
1967-07-01,0.5,0.0,0.08,1.54,4.8955,4.2055,4.7205,33.4,34.5076,5.16,5.117102,3.8,27.2,99.63794008953458,95.9,24719.0,94.93461267085402,5.100539515935613,4.288755351793451,4.693394902402035,3.819370461026712,4.599080796375654,27.205660756961773,33.41863605062287,24756.531938104603,-74.74781963062924,99.61056202236576,0.2005511973935085,-0.1723991847223276,35.062107974327155,5.086811332053745,-0.0206530159570759,0.0235636792779088,0.062678874301131
1967-08-01,0.0,0.26,0.0,0.02,5.045217391304348,4.265652173913043,4.828695652173913,33.5,35.1687,5.28,5.195627,3.8,27.2,99.9591982955933,97.0,24758.0,95.10735089639518,5.182988242122196,4.384938782445189,4.800667688132093,3.809192673211885,4.703330139717996,27.22712871465818,33.52797949306487,24837.38686486651,-40.650040949760296,99.7752062559194,0.2739857047686485,0.0679713488982836,35.23139226133226,5.107189607869183,0.2041886455455435,0.237460608245251,0.1753266687335104
1967-09-01,0.26,0.08,0.0,0.04,5.103,4.4245,4.961,33.6,35.1116,5.3,5.271365,3.8,27.2,100.235898297179,97.0,24797.0,95.27329711895496,5.2643648177779925,4.481476853940403,4.906874941334662,3.7983152018422777,4.807176607975151,27.2493277315242,33.63743147299077,24918.36120604991,-8.739651319836412,99.93868711737794,0.2814147359517989,0.0609750052587472,35.40008923441536,5.128731256022205,0.1840150068342945,0.2040141189952056,0.0686285955531111
1967-10-01,0.08,0.0,1.54,0.02,5.222857142857143,4.557619047619047,5.07,33.7,35.3976,5.48,5.261735,4.0,27.2,100.455932228813,97.0,24836.0,95.43449212630208,5.345189879151626,4.579377687988914,5.013375367555508,3.786828786438361,4.91189621531009,27.27200379014389,33.74720842738149,24999.603296566765,20.96452193512232,100.1016650964554,0.2357224124287,0.0323636079614075,35.568829143791376,5.151461466532716,0.1157793063360319,0.1526143029896562,0.1187127254512887
1967-11-01,0.0,0.0,0.02,0.0,5.387,4.727,5.2490000000000006,33.9,35.9038,5.75,5.090616000000001,3.9,27.2,100.614888171617,92.9,24986.666666666668,95.5819513042982,5.426288371654694,4.68169789642753,5.123123332937114,3.7749479250278,5.020432568430218,27.29489393614445,33.85795071511847,25081.687722072973,5.587182424089406,100.26411480899502,0.1537519732314365,0.0985137006354817,35.73969251287597,5.17468495373084,0.1525668424304482,0.2274374953546623,0.2815120320857796
1967-12-01,0.0,1.54,0.04,0.0,5.5915,4.968999999999999,5.492,34.0,36.2905,5.7,5.254071,3.8,27.2,100.714201421608,92.9,25137.33333333333,95.62834653963284,5.506233722085439,4.799171154178969,5.240909318302109,3.762173692189695,5.139372049229836,27.319878118228026,33.97181954331219,25166.961289614715,-13.313063103843888,100.41839850970176,0.0564805853453691,-0.0810370311991492,35.919272103886954,5.195919254659713,0.0755798101695157,0.1340945948024048,0.02504182030912
1968-01-01,1.54,0.02,0.02,0.0,5.297272727272728,4.995909090909091,5.235454545454545,34.1,36.2514,5.53,5.271944,3.7,27.3,100.750372235043,97.2,25288.0,95.36531491064125,5.5511376013821385,4.91050246705047,5.315433776513814,3.7413345647156206,5.228874704025185,27.364095718695054,34.092134531373205,25254.79956934628,-35.08757889641129,100.53008113848396,-0.0183074782525523,-0.1280427784734348,36.10362820084303,5.228988868473776,-0.1145480134752938,-0.0139304861615681,-0.0811101929670865
1968-02-01,0.02,0.04,0.0,0.14,5.243684210526316,4.978947368421053,5.16842105263158,34.2,36.3813,5.56,5.018927,3.8,27.3,100.754116310741,97.2,25409.33333333333,95.02922684846938,5.581102367291226,5.00650114427545,5.364612123472357,3.7168181021353903,5.295949812005518,27.41473990222095,34.21523917343784,25341.54208484521,-41.0187171381076,100.62680353982232,0.0661765842780965,-0.1889854155659742,36.28599361265936,5.264837443960107,-0.1982297134486419,-0.1550282683959274,0.0342932116496728
1968-03-01,0.04,0.02,0.0,0.0,5.416190476190476,5.1657142857142855,5.331428571428571,34.3,36.4949,5.74,4.899619,3.7,27.3,100.746450889828,97.2,25530.666666666668,94.68538356722708,5.599788557985198,5.086669009572373,5.392201290225503,3.688055217783251,5.342759290239258,27.47094633569104,34.34047231599182,25426.29139218006,20.94239847407516,100.71149768949408,0.0769439082907439,0.1411081107383021,36.462640454700335,5.304753624133693,0.1966437972028618,0.2417041136599289,0.2910162277291945
1968-04-01,0.02,0.0,0.0,0.0,5.4725,5.377000000000001,5.4895000000000005,34.4,36.5477,5.64,5.271408,3.5,27.3,100.739582986566,97.2,25652.0,94.37551240031938,5.613580390444723,5.157431953687348,5.409587331193178,3.6553987321318746,5.379331924003202,27.53220587429578,34.46761073098471,25508.494271456115,84.50583824464411,100.78676542702128,0.0735178665584186,0.3650728229795339,36.63168561464919,5.3498720869455045,0.388341844862043,0.4037698917806542,0.2104074501679065
1968-05-01,0.0,0.0,0.14,0.0,5.842727272727273,5.655909090909091,5.834090909090909,34.5,36.9577,5.87,5.432116000000001,3.5,27.7,100.741587322869,92.4,25695.0,94.13597756321596,5.628696868810739,5.227863546120584,5.43010281497536,3.620216730030171,5.418523214642538,27.597520678335897,34.59655638376384,25587.76530451336,58.9935583964143,100.85400988739936,0.0549328243554327,0.5640169766637628,36.79472100789004,5.399811747051467,0.5936825161025876,0.5583291335629106,0.1691006682929305
1968-06-01,0.0,0.0,0.0,0.06,5.6770000000000005,5.5235,5.638,34.7,37.0934,5.72,5.608871,3.7,27.8,100.766466224131,92.4,25738.0,93.99233227567882,5.649831214211451,5.303329517961704,5.461848122203569,3.584633833014693,5.468118155253858,27.666484645497725,34.727490600230354,25663.460014822347,35.99587430270549,100.91346349908731,0.032538659800835,0.3261205487990555,36.95576386568428,5.452721417676858,0.2380999399939494,0.1231220550321081,-0.0360451702965836
1968-07-01,0.0,0.14,0.0,0.04,5.3940909090909095,5.313181818181818,5.407272727272727,34.9,37.0366,5.5,5.586795,3.7,27.9,100.828044993566,92.4,25781.0,93.94883832588415,5.679493149476071,5.383668292071288,5.5064564666883,3.550973188720904,5.528852983704789,27.739457582289894,34.86145980679046,25734.64253438013,16.199316122896562,100.96397070285995,0.0210449191693271,-0.2115809330093929,37.11844386211327,5.504954743437011,-0.3148645596185613,-0.34959693466093,-0.2099788740612709
1968-08-01,0.14,0.0,0.0,0.0,5.149090909090909,5.086818181818182,5.231363636363636,35.0,37.1399,5.42,5.450272,3.5,27.9,100.937993934745,92.4,25791.666666666668,93.9870115030442,5.717579027023076,5.465677251415888,5.5609210194758045,3.5212315037925426,5.596950535897028,27.81694537643078,34.99989436177267,25800.306357136265,27.96101245168029,101.00308079754048,0.0354836759200196,-0.3407906946230321,37.28379415569349,5.552852758910301,-0.4201853313169357,-0.5400686378465442,-0.2830611034423844
1968-09-01,0.0,0.0,0.06,0.02,5.182,5.194,5.254,35.1,37.2806,5.46,5.625068,3.4,28.0,101.09627493651,92.4,25802.33333333333,94.06006515267828,5.761931502365387,5.54553433105553,5.6212315572512015,3.4959232776914333,5.667961716075439,27.897506334987817,35.14373199078953,25859.78580153896,44.27870160957536,101.02749758781536,0.0886994907893807,-0.3434188524080976,37.44947773121341,5.594117976425716,-0.497325167220068,-0.5429069039354992,-0.3122082139624176
1968-10-01,0.0,0.0,0.04,0.18,5.328260869565217,5.351304347826087,5.410434782608696,35.3,37.3546,5.58,5.775299,3.4,28.0,101.253891611791,92.4,25813.0,94.12296027424158,5.811205199016546,5.6224571262021765,5.686904873271726,3.474992326734779,5.74101946504866,27.979208865170868,35.2928404574857,25913.12130200518,65.20888845341688,101.0338658900888,0.1546894503014613,-0.2468355146077625,37.61282661791621,5.626277168269503,-0.3873282363419781,-0.4279100950028454,-0.2486417502024664
1968-11-01,0.0,0.06,0.0,0.1,5.511666666666667,5.451666666666666,5.595,35.4,37.8378,5.7,5.886394,3.4,28.0,101.352918948343,91.7,25929.33333333333,94.14208843094,5.867463673119548,5.700605423621486,5.7614223133007725,3.458531560689749,5.819577191507509,28.06067162520631,35.4465712563102,25961.0069025506,60.0847292727085,101.0195591651854,0.1953582446382995,-0.2173512867038542,37.77264760017075,5.646031375985997,-0.2916107429799313,-0.2611531284573969,-0.1713551674152471
1968-12-01,0.06,0.04,0.02,0.08,5.972857142857142,5.956190476190476,6.055714285714286,35.6,37.9573,6.03,5.973374,3.4,28.0,101.372923392385,91.7,26045.666666666668,94.08078736319996,5.934765535828994,5.786819337283103,5.851257836329908,3.4469937145131704,5.909985667267736,28.140227251810398,35.60367782542385,26004.31280223887,59.26791680497263,100.98286536086648,0.2026363081434681,-0.0245375726664933,37.92874030471382,5.650837219490499,-0.0537961649916081,-0.0002969215515982,-0.0036440872203868
1969-01-01,0.04,0.0,0.18,0.14,6.069090909090909,6.140000000000001,6.282272727272727,35.7,38.1869,6.04,5.725548000000001,3.4,28.0,101.31872133176,98.2,26162.0,93.90937897208067,6.017231050458409,5.887758441824409,5.962457939033412,3.441246349634307,6.018615127283367,28.21896268841955,35.76320408283614,26043.63846895464,62.20307669182876,100.9222646725644,0.1921135337802297,0.1250726892963083,38.081352159908725,5.640550742618831,0.2324836591220647,0.204862653966968,0.0029788661289593
1969-02-01,0.0,0.02,0.1,0.28,6.214210526315789,6.121052631578947,6.299473684210526,35.8,38.4313,6.19,5.677547,3.4,28.2,101.198714845094,98.2,26168.33333333333,93.60712262996128,6.114988577962849,6.005598582888092,6.095173509729936,3.441920372212874,6.147335423918522,28.301011950569936,35.92478042653482,26078.68828954172,-2.4730999275125214,100.83643078002044,0.2810059013313406,0.1143690499523844,38.23013247117903,5.618214566737919,0.2339898445741317,0.2305335453067574,0.1551070578316062
1969-03-01,0.02,0.18,0.08,4.14,6.1975,6.0165,6.164,36.1,38.7326,6.3,5.514977,3.4,28.2,101.02268363425,98.2,26174.666666666668,93.14759435883332,6.225532903014301,6.13802644064741,6.243767948631231,3.448598742211882,6.292997763002639,28.39098726604489,36.08872417727993,26108.01166909216,-10.53532815728613,100.72431939029454,0.2935060512766796,0.0096437132654134,38.37146847437873,5.5875179457058985,0.1218867486550561,0.2126375540002989,0.2290608531637632
1969-04-01,0.18,0.1,0.14,6.96,6.0390476190476186,6.1138095238095245,6.13,36.3,38.5901,6.17,5.605755,3.4,28.6,100.792073041778,98.2,26181.0,92.50820993067146,6.346109802573654,6.280185370625822,6.398882066655879,3.4606536719861665,6.448018213439148,28.49097715659034,36.25583181097208,26129.87825688677,-11.87270268148859,100.58515406205682,0.2695874490682399,-0.0034516352906361,38.496771457167554,5.549413124908746,-0.0541880969131591,-0.0610399808298423,-0.0219687666666175
1969-05-01,0.1,0.08,0.28,36.56,6.1138095238095245,6.042380952380952,6.153809523809524,36.4,38.4443,6.32,5.793253,3.4,28.6,100.512227364257,91.5,26214.33333333333,91.65813653994988,6.473124036182875,6.4262068157881655,6.551175243944131,3.478816789425182,6.603544933932835,28.599451519999626,36.4268701892989,26143.01504168899,22.409756252258376,100.41884451606408,0.206306087325558,-0.2426609494161669,38.59449350297344,5.503180517535199,-0.2865567087130287,-0.3222239194183887,-0.2357514996876224
1969-06-01,0.08,0.14,4.14,40.22,6.880476190476191,6.439047619047619,6.752857142857143,36.6,38.8198,6.57,5.466130000000001,3.5,28.6,100.228576027395,91.5,26247.666666666668,90.58291991754837,6.600200724699986,6.568466761601094,6.691779591967325,3.504961592548302,6.750382753559746,28.712587865026165,36.601932020269096,26147.165524290936,64.86139540164731,100.22679259008235,0.1414894214961464,-0.0653410324274847,38.65678623488369,5.448892749285617,0.033698314780926,0.0661453477357287,-0.134029220413069
1969-07-01,0.14,0.28,6.96,50.0,7.187142857142858,7.00047619047619,7.244761904761904,36.8,39.0248,6.72,5.189364,3.5,28.9,99.97712316321171,91.5,26281.0,89.3034066502709,6.721225650275391,6.698169262084934,6.81287555231008,3.542052489352646,6.879146262556251,28.8272229587078,36.78070565793365,26143.080906246258,114.55200144232003,100.012077335711,0.1036450404125446,0.117173993904764,38.68258716744494,5.388305051688078,0.128406086436585,0.0860196569706834,-0.0617014143980245
1969-08-01,0.28,4.14,36.56,39.6,7.275238095238096,6.9819047619047625,7.193809523809524,36.9,39.1145,6.69,5.158938,3.5,28.9,99.76734275091673,86.4,26212.666666666668,87.8714065367227,6.834268818352632,6.808750788074303,6.910917873282025,3.593584501282787,6.984525226299077,28.942381206532563,36.96262201906689,26132.189821926968,114.45458529468306,99.77937203582972,0.0952097373311886,0.068475233463535,38.67509411830499,5.321943425287516,0.0267908183383287,0.1211278558878694,-0.1896176881055193
1969-09-01,4.14,6.96,40.22,40.06,7.351904761904761,7.089999999999999,7.318095238095238,37.1,39.1057,7.16,5.185778,3.7,29.1,99.57605701679672,86.4,26144.33333333333,86.3516204675388,6.94143346255815,6.898217646721835,6.988166284864311,3.6620494800715417,7.066868413517135,29.060727553180048,37.146449968204095,26116.43176568949,118.02346939612836,99.53486544572245,0.0920581232195303,0.0955022008009569,38.63921102167038,5.247484691671044,0.0603627782605764,0.1545868288216958,0.1680042370662677
1969-10-01,6.96,36.56,50.0,42.32,7.206818181818182,6.998636363636364,7.286363636363637,37.3,39.1171,7.1,5.275016,3.7,29.5,99.3680973878311,86.4,26076.0,84.81178026358361,7.0449670647563885,6.9659131928381886,7.046955818026213,3.7474311042589576,7.127500875875186,29.186054951991405,37.330885335324986,26097.9533576234,123.18565468402085,99.28605064429992,0.0653729871367119,0.0291200728464398,38.57951058956453,5.162797250251602,0.0895461301837965,0.0807648197977179,0.0371215105022004
1969-11-01,36.56,40.22,39.6,39.4,7.356470588235294,7.241176470588235,7.621176470588235,37.5,38.7484,7.14,5.332546,3.5,29.4,99.1237662052853,79.7,26041.666666666668,83.32278672683746,7.143786968439048,7.00943797757734,7.0853270140722096,3.847590979342506,7.164667805120679,29.32043489431393,37.51448536147739,26078.436631886216,45.84800082591392,99.0411005131217,0.0006047965124622,0.2420090751950736,38.501540396001744,5.068796178296311,0.3974922418374147,0.2825737385409939,0.0272282246444373
1969-12-01,40.22,50.0,40.06,37.62,7.614545454545455,7.8172727272727265,7.895909090909091,37.7,38.6444,7.65,5.038553,3.5,29.4,98.8389754002542,79.7,26007.33333333333,81.94574674413238,7.235247909917125,7.026156360753466,7.099433357606661,3.959819827207604,7.175535978661607,29.462458344589443,37.69623444970871,26058.30173762311,-31.057042785629164,98.8078158818718,-0.1050914558926336,0.6508699142862913,38.40866279790249,4.970344379710315,0.5932022592857944,0.4810827153718993,0.3824109630001384
1970-01-01,50.0,39.6,42.32,38.38,7.513333333333334,7.868095238095238,7.776666666666666,37.9,37.9288,7.79,5.003093,3.9,29.4,98.52233904583592,78.1,25973.0,80.7205991881,7.314992767154625,7.014066208597516,7.086045843175718,4.082937502811168,7.158146543655112,29.608170643033347,37.8761564624751,26037.215128470787,-107.14471903668893,98.5926000300534,-0.2387762387765093,0.8070727754530473,38.30025354433568,4.873704215617698,0.6704456101302201,0.6112353352848654,0.4933197620696834
1970-02-01,39.6,40.06,39.4,56.12,7.050555555555556,7.127777777777778,7.215,38.1,37.9038,7.24,4.828743,4.2,29.4,98.2087014845852,78.1,25958.33333333333,79.65714499659357,7.377463772510477,6.971661272815478,7.043360187089744,4.217137342633701,7.111284620582628,29.752505835454976,38.05432725290153,26015.03818677946,-131.65270673952182,98.40093697611364,-0.2894052818431589,0.3067635426405957,38.17178184157263,4.784993998945225,0.3303288943201226,0.2574814254947855,-0.0338346555487749
1970-03-01,40.06,42.32,37.62,75.94,6.504285714285714,6.626190476190477,6.579047619047619,38.3,37.8546,7.07,4.897915,4.4,29.4,97.9285557199139,78.1,25943.666666666668,78.74006397650338,7.416452466530199,6.895578706621461,6.969009719872811,4.363747573817029,7.031801346794741,29.89107983798264,38.23083206525366,25993.45363067313,-120.01835255369951,98.23856131539486,-0.3570949291907794,-0.0743577250021223,38.02405518538884,4.708133039808535,-0.1631571122743818,-0.1693157049131928,-0.1918489507905922
1970-04-01,42.32,39.4,38.38,86.34,6.526363636363637,6.512727272727273,6.6031818181818185,38.5,37.7573,7.39,4.705036,4.6,29.7,97.7083824996513,78.1,25929.0,77.96467743933101,7.426760151331556,6.782798525714413,6.860946678830662,4.523279309507911,6.91632827957107,30.023073644964104,38.40589442532367,25975.94515726602,-113.01688985301008,98.11221781378056,-0.3954816659493048,-0.0914988786333461,37.8688607488312,4.644838135559367,-0.0636986976869629,-0.0778558959622754,0.0864644165597763
1970-05-01,39.4,37.62,56.12,32.38,7.119523809523809,6.838095238095238,7.02,38.6,37.7133,7.91,4.124212,4.8,30.6,97.577528833252,75.4,25979.0,77.34020985307826,7.406100444419565,6.63158934910476,6.7178551693630055,4.692778095744326,6.762707540700486,30.150230368804102,38.57904425705057,25966.52928599509,-36.96701487795872,98.02936441771648,-0.3912858222263367,0.3521565618725555,37.72203436544555,4.597060276953632,0.4054055538453438,0.4870832944678147,0.4116065195049811
1970-06-01,37.62,38.38,75.94,0.0,7.068181818181818,6.676363636363636,6.8568181818181815,38.8,37.5913,7.84,4.087809,4.9,30.7,97.5275333197072,75.4,26029.0,76.87298759440039,7.355491034427606,6.441772700384615,6.540309174148299,4.866333933120255,6.571186041235774,30.277158486733587,38.7484296241405,25967.89924316689,27.706431871352837,97.99677499234436,-0.369270982369926,0.2613743447157297,37.59605868483562,4.568081471979117,0.2840402183662212,0.3793298235962572,0.3852142180367588
1970-07-01,38.38,56.12,86.34,0.1,6.619999999999999,6.45,6.512272727272728,38.9,37.6836,7.46,4.074982,5.0,30.8,97.5288677415917,75.4,26079.0,76.57302931729062,7.277721235512091,6.217434165010893,6.3321934438474585,5.036471136248979,6.346946825033645,30.409268268392925,38.9121205273774,25980.762636581887,80.20360194179739,98.01839815914664,-0.3710542294947458,0.0100619791419607,37.49830142248607,4.561387778304388,-0.109038648200074,-0.0439360518348967,0.0953894518161861
1970-08-01,56.12,75.94,32.38,1.38,6.548571428571429,6.410952380952381,6.554285714285713,39.0,37.6164,7.53,4.186646,5.1,30.8,97.5727039118688,77.6,25956.0,76.43341507129234,7.177520649592378,5.970648935016029,6.104006963834087,5.195033700050864,6.102738770767592,30.55028218186625,39.06892732673784,26003.79109589948,-17.532417304937553,98.09382750999822,-0.4103057058296571,0.2002608003859052,37.43082443275464,4.579620929835164,0.1479842761273087,0.0934629799538031,0.251895190785774
1970-09-01,75.94,86.34,0.0,0.36,6.39047619047619,6.124761904761905,6.460952380952381,39.2,37.3571,7.39,4.466088,5.4,30.8,97.67742761361478,77.6,25833.0,76.43581004752708,7.064161327197668,5.719531433158578,5.8723507307470655,5.336271829523708,5.856123381022069,30.70113903494998,39.21924540311302,26034.298187778862,-123.50691476541397,98.21804955952948,-0.4625291363454664,0.209927128939273,37.39038655433019,4.622607486066699,0.3127593231358263,0.2098668672249637,0.2374567775965816
1970-10-01,86.34,32.38,0.1,0.0,6.229047619047619,5.906666666666667,6.206190476190477,39.4,36.6098,7.33,4.560902,5.5,30.8,97.8756897774861,77.6,25710.0,76.55480551734219,6.947760578316736,5.482382759844594,5.654239313884223,5.459090941059807,5.6240612929021605,30.86063606671487,39.36474589569328,26069.55795853045,-234.9358796044653,98.38248082208298,-0.4782758941801717,0.392872146102273,37.37114018287333,4.687303025392681,0.500070010668388,0.4868358905209531,0.3641409766656167
1970-11-01,32.38,0.0,1.38,0.04,5.394444444444444,5.282222222222222,5.415555555555556,39.6,36.3881,6.84,4.539128,5.9,30.8,98.20584328460708,72.4,25916.0,76.75793589790312,6.834497541425856,5.270618243369867,5.460629149508383,5.566327727774249,5.4175232977909245,31.02945122844484,39.50736113941886,26107.742645183407,-118.17278840249492,98.57683031797822,-0.3994651518477781,0.0004679656111949,37.36630472532596,4.770110242556553,-0.0546330445592753,-0.0344548749261477,0.0685786636337324
1970-12-01,0.0,0.1,0.36,0.2,4.844090909090909,4.865454545454546,4.89,39.8,37.2237,6.39,4.852874,6.1,30.8,98.6592925643544,72.4,26122.0,77.0315402257529,6.725558154963351,5.084794016734152,5.293144679283266,5.661276582602228,5.237300304259912,31.217660597856323,39.648274945119454,26148.27439059293,-3.820096051731525,98.79097595842018,-0.2174137522336252,-0.3107057587239916,37.37290380686787,4.866038890980954,-0.4080178599533974,-0.4024450975925608,-0.305101373339232
1971-01-01,0.1,1.38,0.0,0.4,4.3950000000000005,4.4350000000000005,4.468999999999999,39.9,37.5101,6.24,5.0791900000000005,5.9,30.8,99.15310829654942,78.1,26328.0,77.36383080230661,6.621059855754006,4.922042618608053,5.149339121184327,5.744921937780754,5.080068880906989,31.43616215992561,39.78769032658331,26191.409183739885,107.9107101022455,99.0161422150546,0.0053794139147953,-0.4614621214669903,37.3942419669356,4.9683343016271815,-0.4840526429402745,-0.4938935201511629,-0.3278295927252062
1971-02-01,1.38,0.36,0.04,0.16,3.836111111111111,3.695,3.777222222222222,39.9,37.4386,6.11,5.290019999999999,5.9,31.3,99.5942124689797,78.1,26350.0,77.7428898705806,6.5220601771645885,4.780630550276636,5.02728885943847,5.815764630354732,4.943605311356832,31.69140073577973,39.92477659648052,26237.739969378985,55.11797928261512,99.24580830569082,0.238889412175439,-0.7911758686153165,37.43630426514342,5.067674492580445,-0.8026992805348447,-0.8087001658614072,-0.2851639713181679
1971-03-01,0.36,0.0,0.2,0.0,3.6030434782608696,3.3773913043478263,3.500869565217392,40.0,37.398,5.7,5.436094000000001,6.0,31.3,99.9238446041691,78.1,26372.0,78.1663573417908,6.429509333920506,4.658341830749292,4.924560245322801,5.872072499623853,4.825262775749632,31.98395378186785,40.05799158874302,26287.90483401236,21.77466334289784,99.47581084825424,0.3624885315770001,-1.022950834575008,37.504854622260034,5.155862805439683,-0.995850877106244,-0.9901017815207832,-0.5752912996735535
1971-04-01,0.0,0.04,0.4,0.0,4.090476190476191,3.861428571428572,4.028095238095238,40.1,37.608,5.83,5.625946,5.9,31.7,100.138399483965,78.1,26394.0,78.65459849730948,6.344627306996532,4.551106913539675,4.837394696507293,5.912510429823323,4.721484908178338,32.30700541173664,40.18607963228325,26341.926087755488,-15.79397471543416,99.70359965978876,0.3918398623937662,-0.4938117507972261,37.60514710054802,5.230885220071441,-0.4553815665237639,-0.5288942269134314,-0.4215503561995311
1971-05-01,0.04,0.2,0.16,0.0,4.643,4.143,4.355,40.3,37.7989,6.39,5.5455190000000005,5.9,32.6,100.248532518699,80.2,26439.0,79.2727963904639,6.271111327494932,4.456235177439016,4.764658526861648,5.936510214252447,4.631561949660994,32.64899549650877,40.308794108220006,26398.970453504688,-9.91126857430936,99.92732575853924,0.331000713517426,-0.1638463486747214,37.742395728331374,5.294377658835799,-0.143936692219265,-0.0659942254824699,0.0163074819943238
1971-06-01,0.2,0.4,0.0,0.0,5.329090909090909,4.753636363636364,4.967272727272728,40.5,37.9574,6.52,5.452541,5.9,32.7,100.286990981381,80.2,26484.0,80.07109135169746,6.215251881106019,4.376041945763118,4.711768901995599,5.945166104514419,4.560685285717048,32.99790471765366,40.427318206818285,26458.05862596169,-6.384246416317183,100.14542247617588,0.2018839391547402,0.3695220453171934,37.916454976048094,5.349020811204191,0.3738425919279171,0.4440718959871548,0.2097051311878415
1971-07-01,0.4,0.16,0.0,0.0,5.741904761904761,5.400476190476191,5.630952380952381,40.6,37.8472,6.73,5.42943,6.0,32.9,100.295454660474,80.2,26529.0,81.04322810495933,6.180590229663298,4.314798967684554,4.684398342873741,5.941923681146489,4.514385719099146,33.344207331485414,40.54322220940328,26519.37816525598,-5.387609069202881,100.35678196685882,0.0358872083454997,0.829421349220886,38.1220411023221,5.396901739018821,0.809395428142917,0.6876120433131865,0.4379264648976919
1971-08-01,0.16,0.0,0.0,0.0,5.52,4.9354545454545455,5.222727272727273,40.7,37.6276,6.58,5.321332,6.1,35.0,100.318719617579,82.1,26522.666666666668,82.1332016481325,6.165269731180033,4.27220381263642,4.681186351052648,5.931105156991869,4.491353520354638,33.680087839898206,40.65785981863261,26584.653477095577,-36.67573984682895,100.56139860006977,-0.1300264969243585,0.2949650009633719,38.35301839218031,5.439066571530953,0.3132440712401196,0.3860868664744812,0.2620165402712482
1971-09-01,0.0,0.0,0.0,0.0,5.190952380952381,4.690952380952381,4.973333333333334,40.8,38.2391,6.14,5.441507,6.0,35.0,100.403207265645,82.1,26516.33333333333,83.25077607812585,6.161095292922572,4.240845603090182,4.691036150782463,5.91675345829133,4.481673662042388,33.997119774711194,40.77190484008064,26656.174755400123,-74.45047425814846,100.76092860389042,-0.2541639827123561,0.1595110696190298,38.60572227266502,5.476655249424634,0.1029162878997027,0.0976691349302285,-0.145600069670964
1971-10-01,0.0,0.0,0.0,0.0,4.750526315789474,4.4605263157894735,4.597894736842105,40.9,38.5253,5.93,5.324319,5.8,35.0,100.582960222643,82.1,26510.0,84.32359992870109,6.158744356301543,4.210879851204767,4.700825445096942,5.899984897744006,4.473795958659715,34.28598035344825,40.88494903070029,26735.10682766754,-119.83878551365342,100.95863542266548,-0.3033169893183043,0.1868044117197351,38.877484913625125,5.511696234602537,0.0252546343578163,-0.0496871979610213,-0.2480712053921561
